open_ms,open,high,low,close,volume
1683676800000,27614.0,28294.0,27057.0,27588.0,130.01531
1683763200000,27588.0,27614.0,26704.0,26958.0,94.34273
1683849600000,26975.0,27057.0,25782.0,26776.0,68.04394
1683936000000,26779.0,27021.0,26684.0,26756.0,59.69247
1684022400000,26757.0,27195.0,26570.0,26901.0,64.55242
1684108800000,26905.0,27647.0,26723.0,27150.0,139.907
1684195200000,27148.0,27283.0,26847.0,27023.0,141.16393
1684281600000,27021.0,27490.0,26531.0,27392.0,79.45527
1684368000000,27396.0,27471.0,26368.0,26809.0,150.19293
1684454400000,26813.0,27169.0,26621.0,26872.0,71.236
1684540800000,26861.0,27140.0,26818.0,27089.0,43.96207
1684627200000,27091.0,27272.0,26649.0,26738.0,71.09262
1684713600000,26732.0,27079.0,26523.0,26829.0,96.86959
1684800000000,26837.0,27500.0,26783.0,27207.0,106.20011
1684886400000,27208.0,27209.0,26066.0,26316.0,335.16997
1684972800000,26313.0,26628.0,25861.0,26462.0,249.71303
1685059200000,26469.0,26917.0,26315.0,26692.0,150.59328
1685145600000,26694.0,26871.0,26539.0,26826.0,89.16521
1685232000000,26849.0,28208.0,26754.0,28052.0,435.20613
1685318400000,28060.0,28421.0,27530.0,27724.0,618.21518
1685404800000,27724.0,28014.0,27546.0,27682.0,36.37331
1685491200000,27677.0,27816.0,26840.0,27196.0,82.18701
1685577600000,27203.0,27345.0,26609.0,26802.0,288.53077
1685664000000,26814.0,27285.0,26487.0,27223.0,321.63605
1685750400000,27210.0,27324.0,26911.0,27057.0,52.20204
1685836800000,27045.0,27457.0,26942.0,27122.0,86.26318
1685923200000,27083.0,27118.0,25380.0,25707.0,583.39514
1686009600000,25718.0,27340.0,25364.0,27226.0,962.15432
1686096000000,27234.0,27377.0,26117.0,26331.0,1219.12421
1686182400000,26322.0,26788.0,26210.0,26497.0,800.43725
1686268800000,26486.0,26765.0,26281.0,26471.0,706.5895
1686355200000,26467.0,26521.0,25373.0,25833.0,572.54644
1686441600000,25745.0,26184.0,25660.0,25882.0,39.25897
1686528000000,25916.0,26059.0,25631.0,25872.0,18.87017
1686614400000,25986.0,26368.0,25810.0,25904.0,9.28092
1686700800000,25982.0,26088.0,24845.0,25131.0,6.03105
1686787200000,25095.0,25738.0,24836.0,25600.0,13.37181
1686873600000,25574.0,26491.0,25187.0,26345.0,16.58327
1686960000000,26344.0,26888.0,26170.0,26507.0,14.77486
1687046400000,26515.0,26683.0,26304.0,26326.0,12.13586
1687132800000,26318.0,27062.0,26263.0,26825.0,12.24058
1687219200000,26824.0,28396.0,26660.0,28297.0,28.3219
1687305600000,28302.0,30744.0,28252.0,30024.0,28.05005
1687392000000,30007.0,30499.0,29605.0,29894.0,28.58438
1687478400000,29889.0,31579.0,29810.0,30681.0,40.16388
1687564800000,30676.0,30806.0,30270.0,30533.0,20.36386
1687651200000,30524.0,31048.0,30296.0,30451.0,16.37333
1687737600000,30455.0,30657.0,29922.0,30268.0,28.23255
1687824000000,30279.0,30991.0,30225.0,30680.0,42.60209
1687910400000,30694.0,30695.0,29838.0,30076.0,29.95461
1687996800000,30091.0,30832.0,30045.0,30449.0,21.48722
1688083200000,30447.0,31289.0,29633.0,30459.0,40.74218
1688169600000,30459.0,30658.0,30321.0,30585.0,12.91676
1688256000000,30574.0,30787.0,30308.0,30613.0,17.51452
1688342400000,30615.0,31400.0,30570.0,31149.0,22.74052
1688428800000,31158.0,31321.0,30612.0,30754.0,23.66848
1688515200000,30763.0,30880.0,30179.0,30504.0,23.77325
1688601600000,30492.0,31531.0,29878.0,29884.0,67.67874
1688688000000,29871.0,30449.0,29753.0,30342.0,14.46155
1688774400000,30322.0,30376.0,30037.0,30286.0,7.49229
1688860800000,30280.0,30429.0,30054.0,30159.0,9.20342
1688947200000,30162.0,31036.0,29949.0,30392.0,13.7312
1689033600000,30408.0,30815.0,30304.0,30608.0,10.45127
1689120000000,30614.0,30996.0,30227.0,30366.0,17.17888
1689206400000,30378.0,31790.0,30249.0,31443.0,14.86202
1689292800000,31462.0,31739.0,29938.0,30289.0,25.68899
1689379200000,30287.0,30466.0,30225.0,30273.0,13.43623
1689465600000,30273.0,30430.0,30082.0,30228.0,33.0111
1689552000000,30222.0,30322.0,29643.0,30123.0,37.0633
1689638400000,30141.0,30233.0,29576.0,29857.0,14.24462
1689724800000,29853.0,30178.0,29759.0,29916.0,21.3286
1689811200000,29916.0,30407.0,29569.0,29798.0,22.20138
1689897600000,29800.0,30049.0,29719.0,29900.0,12.4146
1689984000000,29893.0,29979.0,29612.0,29794.0,8.04807
1690070400000,29791.0,30352.0,29733.0,30070.0,21.22341
1690156800000,30080.0,30097.0,28861.0,29171.0,28.48558
1690243200000,29158.0,29357.0,29041.0,29215.0,12.52122
1690329600000,29218.0,29664.0,29107.0,29338.0,11.24487
1690416000000,29333.0,29562.0,29080.0,29212.0,18.81417
1690502400000,29215.0,29530.0,29116.0,29300.0,9.63224
1690588800000,29306.0,29397.0,29248.0,29349.0,6.90918
1690675200000,29347.0,29445.0,29024.0,29278.0,10.26044
1690761600000,29270.0,29527.0,29117.0,29229.0,11.78145
1690848000000,29216.0,29716.0,28595.0,29712.0,27.36779
1690934400000,29750.0,30022.0,28941.0,29163.0,35.16121
1691020800000,29172.0,29432.0,28976.0,29182.0,46.21432
1691107200000,29182.0,29318.0,28880.0,29106.0,25.49113
1691193600000,29103.0,29144.0,28974.0,29062.0,11.15781
1691280000000,29062.0,29200.0,28983.0,29081.0,13.62228
1691366400000,29079.0,29276.0,28720.0,29208.0,10.00482
1691452800000,29202.0,30234.0,29136.0,29763.0,19.23502
1691539200000,29773.0,30127.0,29379.0,29564.0,12.74293
1691625600000,29580.0,29718.0,29378.0,29448.0,29.13031
1691712000000,29442.0,29563.0,29240.0,29421.0,8.30491
1691798400000,29421.0,29472.0,29363.0,29419.0,8.23364
1691884800000,29426.0,29463.0,29275.0,29299.0,7.8958
1691971200000,29292.0,29691.0,29103.0,29418.0,24.94926
1692057600000,29396.0,29488.0,29072.0,29192.0,9.6338
1692144000000,29186.0,29254.0,28710.0,28716.0,38.86112
1692230400000,28716.0,28779.0,24771.0,26621.0,125.35067
1692316800000,26610.0,26799.0,25653.0,26047.0,52.61761
1692403200000,26049.0,26247.0,25793.0,26085.0,16.13785
1692489600000,26085.0,26255.0,25970.0,26180.0,11.74359
1692576000000,26180.0,26236.0,25795.0,26119.0,33.7964
1692662400000,26125.0,26132.0,25325.0,26049.0,29.50438
1692748800000,26054.0,27002.0,25807.0,26436.0,72.90694
1692835200000,26442.0,26579.0,25893.0,26172.0,68.20739
1692921600000,26160.0,26273.0,25774.0,26047.0,26.23298
1693008000000,26049.0,26095.0,25981.0,26002.0,6.97275
1693094400000,25998.0,26169.0,25953.0,26090.0,8.0753
1693180800000,26091.0,26241.0,25861.0,26106.0,19.27628
1693267200000,26117.0,28081.0,25914.0,27713.0,48.7933
1693353600000,27703.0,27736.0,27034.0,27296.0,17.75077
1693440000000,27288.0,27494.0,25686.0,25932.0,49.91716
1693526400000,25935.0,26126.0,25321.0,25793.0,36.64046
1693612800000,25793.0,25963.0,25736.0,25859.0,13.84128
1693699200000,25869.0,26121.0,25818.0,25969.0,11.27394
1693785600000,25970.0,26094.0,25613.0,25813.0,19.59156
1693872000000,25813.0,25866.0,25555.0,25783.0,27.87531
1693958400000,25775.0,26040.0,25367.0,25752.0,22.33982
1694044800000,25749.0,26421.0,25633.0,26241.0,41.86363
1694131200000,26262.0,26424.0,25691.0,25915.0,104.93383
1694217600000,25915.0,25949.0,25812.0,25909.0,6.98896
1694304000000,25912.0,25999.0,25648.0,25823.0,22.68536
1694390400000,25828.0,25891.0,24914.0,25146.0,209.43827
1694476800000,25142.0,26533.0,25112.0,25816.0,88.52391
1694563200000,25823.0,26404.0,25745.0,26216.0,40.72885
1694649600000,26211.0,26770.0,26131.0,26524.0,114.83797
1694736000000,26519.0,26889.0,26216.0,26607.0,38.77536
1694822400000,26615.0,26768.0,26442.0,26553.0,64.31908
1694908800000,26553.0,26605.0,26384.0,26498.0,60.27915
1694995200000,26506.0,27413.0,26394.0,26760.0,158.25019
1695081600000,26757.0,27492.0,26666.0,27212.0,72.23792
1695168000000,27212.0,27382.0,26795.0,27133.0,87.49451
1695254400000,27119.0,27174.0,26390.0,26582.0,121.2792
1695340800000,26573.0,26746.0,26482.0,26582.0,180.63227
1695427200000,26581.0,26641.0,26517.0,26578.0,200.51777
1695513600000,26585.0,26740.0,26075.0,26254.0,31.00131
1695600000000,26219.0,26435.0,25984.0,26305.0,83.01346
1695686400000,26301.0,26399.0,26089.0,26207.0,46.229
1695772800000,26216.0,26848.0,26115.0,26365.0,353.64168
1695859200000,26366.0,27306.0,25658.0,27020.0,533.1418
1695945600000,27034.0,27252.0,26708.0,26910.0,66.69027
1696032000000,26907.0,27097.0,26874.0,26975.0,43.46551
1696118400000,26969.0,28190.0,26962.0,27957.0,83.84182
1696204800000,27992.0,28555.0,27305.0,27498.0,197.1373
1696291200000,27486.0,27673.0,27187.0,27433.0,207.36827
1696377600000,27422.0,27828.0,27253.0,27779.0,127.89729
1696464000000,27781.0,28099.0,27357.0,27415.0,129.10262
1696550400000,27415.0,28222.0,27183.0,27933.0,1656.84459
1696636800000,27919.0,28015.0,27841.0,27948.0,151.8382
1696723200000,27956.0,28090.0,27677.0,27907.0,93.45157
1696809600000,27916.0,27981.0,27255.0,27562.0,144.36731
1696896000000,27578.0,27702.0,27296.0,27383.0,85.55245
1696982400000,27386.0,27479.0,26546.0,26891.0,131.22276
1697068800000,26871.0,26958.0,26560.0,26755.0,54.02027
1697155200000,26756.0,27132.0,26688.0,26867.0,504.80485
1697241600000,26861.0,26980.0,26782.0,26850.0,50.50582
1697328000000,26853.0,27297.0,26798.0,27163.0,60.82306
1697414400000,27154.0,30647.0,27111.0,28503.0,388.71681
1697500800000,28504.0,28612.0,28079.0,28403.0,81.60084
1697587200000,28394.0,29000.0,28146.0,28308.0,128.28201
1697673600000,28311.0,28880.0,28113.0,28706.0,149.98578
1697760000000,28712.0,30302.0,28580.0,29681.0,140.08081
1697846400000,29675.0,30387.0,29472.0,29922.0,64.62989
1697932800000,29921.0,30211.0,29693.0,30015.0,83.84675
1698019200000,29994.0,36504.0,29902.0,33121.0,365.5031
1698105600000,33151.0,35182.0,32874.0,33935.0,345.4093
1698192000000,33936.0,35177.0,33688.0,34500.0,214.13117
1698278400000,34511.0,34854.0,33769.0,34168.0,141.61229
1698364800000,34155.0,34271.0,33419.0,33922.0,122.91386
1698451200000,33912.0,34500.0,33872.0,34102.0,109.38709
1698537600000,34105.0,34773.0,33949.0,34546.0,76.42511
1698624000000,34544.0,34888.0,34099.0,34498.0,128.93079
1698710400000,34495.0,34748.0,34069.0,34680.0,113.40224
1698796800000,34660.0,35721.0,34134.0,35457.0,272.64177
1698883200000,35457.0,35987.0,34331.0,34947.0,429.14566
1698969600000,34952.0,34958.0,34139.0,34716.0,121.37237
1699056000000,34716.0,35307.0,34610.0,35082.0,126.64336
1699142400000,35085.0,35421.0,34436.0,35041.0,177.82666
1699228800000,35040.0,35300.0,34748.0,35055.0,395.40884
1699315200000,35061.0,35915.0,34550.0,35418.0,441.44536
1699401600000,35419.0,36199.0,35121.0,35703.0,607.23066
1699488000000,35692.0,38042.0,35601.0,36736.0,916.3061
1699574400000,36708.0,37583.0,36341.0,37339.0,470.19314
1699660800000,37358.0,37419.0,36769.0,37178.0,431.10902
1699747200000,37172.0,37244.0,36758.0,37079.0,299.39246
1699833600000,37078.0,37427.0,36334.0,36479.0,559.14198
1699920000000,36454.0,36756.0,34817.0,35580.0,483.94075
1700006400000,35580.0,37977.0,35400.0,37899.0,431.45796
1700092800000,37896.0,37918.0,35527.0,36176.0,632.75325
1700179200000,36174.0,36749.0,35864.0,36602.0,558.92798
1700265600000,36625.0,36845.0,36225.0,36575.0,274.93827
1700352000000,36576.0,37580.0,36395.0,37365.0,296.28657
1700438400000,37376.0,37771.0,36783.0,37466.0,470.22576
1700524800000,37459.0,37649.0,35737.0,35737.0,1381.4213
1700611200000,35728.0,37871.0,35631.0,37410.0,902.30465
1700697600000,37429.0,37649.0,36884.0,37287.0,314.20904
1700784000000,37298.0,38433.0,37261.0,37727.0,644.17845
1700870400000,37723.0,37895.0,37615.0,37793.0,309.52514
1700956800000,37794.0,37828.0,37141.0,37453.0,464.52303
1701043200000,37465.0,37572.0,36747.0,37248.0,716.49082
1701129600000,37261.0,38390.0,36873.0,37828.0,1050.30269
1701216000000,37829.0,38479.0,37570.0,37872.0,716.91873
1701302400000,37867.0,38180.0,37511.0,37721.0,749.77639
1701388800000,37734.0,39009.0,37616.0,38700.0,908.41861
1701475200000,38700.0,39719.0,38650.0,39471.0,591.50583
1701561600000,39466.0,40318.0,39300.0,40004.0,1118.59589
1701648000000,40004.0,42468.0,39996.0,42010.0,1774.25883
1701734400000,42009.0,44462.0,41419.0,44028.0,1989.65326
1701820800000,44043.0,44275.0,43390.0,43796.0,1065.36914
1701907200000,43784.0,44064.0,42858.0,43303.0,1093.21805
1701993600000,43284.0,44782.0,43098.0,44204.0,1448.76562
1702080000000,44206.0,44396.0,43585.0,43729.0,1093.39978
1702166400000,43722.0,44112.0,43594.0,43823.0,1025.03039
1702252800000,43819.0,43834.0,40253.0,41299.0,3455.11973
1702339200000,41283.0,42121.0,40700.0,41549.0,1309.30563
1702425600000,41546.0,43502.0,40686.0,42891.0,1175.33593
1702512000000,42895.0,43445.0,41871.0,43065.0,1148.0268
1702598400000,43067.0,43120.0,41720.0,41965.0,748.16843
1702684800000,41966.0,42735.0,41630.0,42251.0,483.63441
1702771200000,42247.0,42438.0,41259.0,41362.0,491.32792
1702857600000,41370.0,42778.0,40545.0,42692.0,1433.40422
1702944000000,42692.0,43500.0,41850.0,42322.0,958.47703
1703030400000,42314.0,44331.0,42240.0,43700.0,1125.43775
1703116800000,43706.0,44294.0,43342.0,43934.0,754.65023
1703203200000,43930.0,44455.0,43440.0,44026.0,889.16452
1703289600000,44029.0,44034.0,43331.0,43749.0,357.22898
1703376000000,43747.0,43981.0,42684.0,43020.0,527.57116
1703462400000,43000.0,43843.0,42781.0,43656.0,622.52609
1703548800000,43646.0,43651.0,41700.0,42582.0,1222.79907
1703635200000,42577.0,43681.0,42165.0,43454.0,792.56217
1703721600000,43448.0,43832.0,42341.0,42620.0,930.97262
1703808000000,42617.0,43196.0,41343.0,42132.0,1244.22967
1703894400000,42129.0,42638.0,41554.0,42184.0,1024.06859
1703980800000,42184.0,42925.0,42014.0,42315.0,812.69226
1704067200000,42327.0,44265.0,42225.0,44241.0,699.16021
1704153600000,44247.0,45910.0,44186.0,44971.0,2436.77308
1704240000000,44987.0,45573.0,40629.0,42887.0,5306.37647
1704326400000,42882.0,44815.0,42652.0,44208.0,2645.96625
1704412800000,44208.0,45917.0,41666.0,44186.0,3486.08039
1704499200000,44179.0,44239.0,43445.0,44009.0,814.48552
1704585600000,43994.0,44532.0,43651.0,43976.0,1502.62738
1704672000000,43974.0,47309.0,43245.0,47035.0,3266.52105
1704758400000,47031.0,49306.0,44109.0,46163.0,3708.63689
1704844800000,46165.0,47775.0,44315.0,46679.0,4791.69372
1704931200000,46680.0,49119.0,45654.0,46370.0,4750.69625
1705017600000,46354.0,46553.0,41424.0,42784.0,5771.79179
1705104000000,42765.0,43299.0,42422.0,42897.0,1674.12119
1705190400000,42892.0,43114.0,41762.0,41786.0,1757.61361
1705276800000,41779.0,43367.0,41607.0,42498.0,2186.38137
1705363200000,42491.0,43573.0,42048.0,43140.0,2615.08665
1705449600000,43141.0,43208.0,42234.0,42815.0,2280.81314
1705536000000,42811.0,42958.0,40723.0,41343.0,2775.58599
1705622400000,41348.0,42191.0,40288.0,41673.0,3424.25864
1705708800000,41673.0,41852.0,41468.0,41668.0,1418.18425
1705795200000,41674.0,41875.0,41489.0,41583.0,1164.49648
1705881600000,41580.0,41692.0,39398.0,39577.0,4872.12629
1705968000000,39579.0,40209.0,38576.0,39921.0,3908.70226
1706054400000,39920.0,40572.0,39534.0,40120.0,2256.33796
1706140800000,40118.0,40321.0,39565.0,39988.0,1835.38037
1706227200000,39990.0,42223.0,39825.0,41797.0,3351.11127
1706313600000,41798.0,42179.0,41390.0,42095.0,2065.78955
1706400000000,42093.0,42813.0,41625.0,42013.0,3164.10912
1706486400000,42013.0,43284.0,41804.0,43240.0,3716.9049
1706572800000,43241.0,43838.0,42655.0,42912.0,4607.63544
1706659200000,42911.0,43727.0,42257.0,42562.0,4717.72231
1706745600000,42559.0,43297.0,41876.0,43084.0,3920.88283
1706832000000,43084.0,43479.0,42513.0,43181.0,4946.95804
1706918400000,43180.0,43370.0,42860.0,42978.0,2740.51539
1707004800000,42979.0,43109.0,42280.0,42563.0,3580.65111
1707091200000,42562.0,43569.0,42234.0,42737.0,5656.19187
1707177600000,42737.0,43379.0,42587.0,43089.0,5625.63177
1707264000000,43090.0,44421.0,42780.0,44377.0,5155.63822
1707350400000,44376.0,45667.0,44355.0,45352.0,6721.22165
1707436800000,45351.0,48274.0,45240.0,47166.0,7998.2295
1707523200000,47166.0,48183.0,46878.0,47777.0,3681.66238
1707609600000,47777.0,48623.0,47569.0,48311.0,4572.39552
1707696000000,48310.0,50910.0,47600.0,49946.0,10477.53929
1707782400000,49945.0,50426.0,48319.0,49734.0,6762.84191
1707868800000,49734.0,52121.0,49275.0,51853.0,5997.81083
1707955200000,51853.0,52878.0,51319.0,51919.0,6495.05694
1708041600000,51918.0,52617.0,51524.0,52165.0,4967.36495
1708128000000,52164.0,52197.0,50672.0,51683.0,4501.02127
1708214400000,51682.0,52443.0,51208.0,52193.0,3440.28179
1708300800000,52193.0,52539.0,51717.0,51821.0,4174.57051
1708387200000,51821.0,53061.0,50798.0,52314.0,5850.4082
1708473600000,52315.0,52410.0,50634.0,51909.0,5539.85078
1708560000000,51910.0,52116.0,50943.0,51292.0,4489.11488
1708646400000,51292.0,51550.0,50548.0,50771.0,3618.65253
1708732800000,50772.0,51735.0,50601.0,51630.0,2340.01905
1708819200000,51630.0,52000.0,51291.0,51766.0,2798.15526
1708905600000,51766.0,55488.0,50949.0,54522.0,6888.10254
1708992000000,54522.0,57690.0,54486.0,57130.0,9246.79969
1709078400000,57147.0,64334.0,56762.0,62574.0,14683.68716
1709164800000,62575.0,63807.0,60501.0,61201.0,6603.21459
1709251200000,61194.0,63227.0,60839.0,62445.0,5444.47642
1709337600000,62442.0,62504.0,61624.0,62079.0,2699.50023
1709424000000,62075.0,63389.0,61443.0,63187.0,3690.17809
1709510400000,63197.0,68619.0,62289.0,68354.0,13336.39499
1709596800000,68351.0,69394.0,59400.0,63930.0,12727.10565
1709683200000,63918.0,67778.0,62861.0,66178.0,7570.36123
1709769600000,66178.0,68032.0,65631.0,66894.0,5716.54947
1709856000000,66894.0,70362.0,66131.0,68200.0,7896.42454
1709942400000,68201.0,68642.0,67943.0,68407.0,2281.93473
1710028800000,68407.0,69977.0,68222.0,69003.0,4722.39738
1710115200000,69000.0,72864.0,67087.0,72153.0,7227.70245
1710201600000,72155.0,73226.0,68831.0,71559.0,5769.73887
1710288000000,71558.0,73759.0,71407.0,73137.0,4306.06128
1710374400000,73138.0,73938.0,68709.0,71493.0,7134.28216
1710460800000,71494.0,72481.0,65673.0,69522.0,10914.74241
1710547200000,69543.0,70081.0,64799.0,65358.0,6404.52566
1710633600000,65360.0,68952.0,64611.0,68454.0,7030.80494
1710720000000,68454.0,69025.0,66619.0,67648.0,5888.48301
1710806400000,67642.0,68147.0,61635.0,62023.0,11908.20099
1710892800000,62021.0,68142.0,60784.0,67902.0,11463.61086
1710979200000,67887.0,68288.0,64600.0,65495.0,6607.46013
1711065600000,65496.0,66677.0,62284.0,63832.0,7099.03129
1711152000000,63845.0,66039.0,63039.0,64007.0,4557.19419
1711238400000,64003.0,67786.0,63826.0,67351.0,5576.79837
